date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio,calibre
2015-02-03,IM,next,IM1503,2015-03-20,6654.549,,,0.04975492083992973,,,0.4414532846922848,p
2015-02-03,IM,q1,IM1503,2015-03-20,6654.549,,,0.04975492083992973,,,0.4414532846922848,y
2015-02-03,IM,q1,IM1503,2015-03-20,6654.549,,,0.04975492083992973,,,0.4414532846922848,d
2015-02-03,IM,q1,IM1503,2015-03-20,6654.549,,,0.04975492083992973,,,0.4414532846922848,p
2015-02-03,IM,q2,IM1506,2015-06-19,6654.549,,,6.395882624977042,,,0.003434158273733242,y
2015-02-03,IM,q2,IM1506,2015-06-19,6654.549,,,6.391618070390753,,,0.003436449580137192,d
2015-02-03,IM,q2,IM1506,2015-06-19,6654.549,,,6.47720448661355,,,0.003391042120066706,p
2015-02-04,IM,current,IM1502,2015-02-20,6653.338,,,0.0,,,,y
2015-02-04,IM,current,IM1502,2015-02-20,6653.338,,,0.0,,,,d
2015-02-04,IM,current,IM1502,2015-02-20,6653.338,,,0.0,,,,p
2015-02-04,IM,next,IM1503,2015-03-20,6653.338,,,0.049745866400757795,,,0.4414532846922848,y
2015-02-04,IM,next,IM1503,2015-03-20,6653.338,,,0.049745866400757795,,,0.4414532846922848,d
2015-02-04,IM,next,IM1503,2015-03-20,6653.338,,,0.049745866400757795,,,0.4414532846922848,p
2015-02-04,IM,q1,IM1503,2015-03-20,6653.338,,,0.049745866400757795,,,0.4414532846922848,y
2015-02-04,IM,q1,IM1503,2015-03-20,6653.338,,,0.049745866400757795,,,0.4414532846922848,d
2015-02-04,IM,q1,IM1503,2015-03-20,6653.338,,,0.049745866400757795,,,0.4414532846922848,p
2015-02-04,IM,q2,IM1506,2015-06-19,6653.338,,,6.394718697285045,,,0.003434158273733242,y
2015-02-04,IM,q2,IM1506,2015-06-19,6653.338,,,6.390454918765715,,,0.003436449580137192,d
2015-02-04,IM,q2,IM1506,2015-06-19,6653.338,,,6.476025759905956,,,0.003391042120066706,p
2015-02-05,IM,current,IM1502,2015-02-20,6654.082,,,0.0,,,,y
2015-02-05,IM,current,IM1502,2015-02-20,6654.082,,,0.0,,,,d
2015-02-05,IM,current,IM1502,2015-02-20,6654.082,,,0.0,,,,p
2015-02-05,IM,next,IM1503,2015-03-20,6654.082,,,0.04975142916107482,,,0.4414532846922848,y
2015-02-05,IM,next,IM1503,2015-03-20,6654.082,,,0.04975142916107482,,,0.4414532846922848,d
2015-02-05,IM,next,IM1503,2015-03-20,6654.082,,,0.04975142916107482,,,0.4414532846922848,p
2015-02-05,IM,q1,IM1503,2015-03-20,6654.082,,,0.04975142916107482,,,0.4414532846922848,y
2015-02-05,IM,q1,IM1503,2015-03-20,6654.082,,,0.04975142916107482,,,0.4414532846922848,d
2015-02-05,IM,q1,IM1503,2015-03-20,6654.082,,,0.04975142916107482,,,0.4414532846922848,p
2015-02-05,IM,q2,IM1506,2015-06-19,6654.082,,,6.3583732216002105,,,0.006729382840713575,y
2015-02-05,IM,q2,IM1506,2015-06-19,6654.082,,,6.354108966289949,,,0.006733898943075927,d
2015-02-05,IM,q2,IM1506,2015-06-19,6654.082,,,6.439689376267037,,,0.006644408627841688,p
2015-02-06,IM,current,IM1502,2015-02-20,6526.949,,,0.0,,,,y
