date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio
2015-07-10,IH,q1,IH1509,2015-09-18,2898.41,2780.0,-118.40999999999985,9.757436632967247,-108.65256336703261,-19.546769055628484,0.8507188548579756
2015-07-10,IH,q2,IH1512,2015-12-18,2898.41,2805.0,-93.40999999999985,10.424212736486641,-82.98578726351322,-6.490989212779636,0.7963033303889437
2015-07-13,IH,current,IH1507,2015-07-17,2869.051,2799.0,-70.05099999999993,5.158971414809373,-64.89202858519056,-206.3887190711716,1.0
2015-07-13,IH,next,IH1508,2015-08-21,2869.051,2772.6,-96.45100000000002,8.21675327924167,-88.23424672075835,-28.78241107052453,1.0
2015-07-13,IH,q1,IH1509,2015-09-18,2869.051,2757.0,-112.05099999999993,9.658600173630132,-102.3923998263698,-19.44229441504129,0.8507188548579756
2015-07-13,IH,q2,IH1512,2015-12-18,2869.051,2773.0,-96.05099999999993,10.318622270772504,-85.73237772922742,-6.903071599432284,0.7963033303889437
2015-07-14,IH,current,IH1507,2015-07-17,2763.073,2712.6,-50.472999999999956,4.8507392571283,-45.62226074287166,-200.8889519163163,1.0
2015-07-14,IH,next,IH1508,2015-08-21,2763.073,2660.6,-102.47299999999996,7.795571715492597,-94.67742828450736,-32.912688654458265,1.0
2015-07-14,IH,q1,IH1509,2015-09-18,2763.073,2634.4,-128.67299999999977,9.184159169678184,-119.48884083032159,-23.915745205838714,0.8488062512276513
2015-07-14,IH,q2,IH1512,2015-12-18,2763.073,2623.4,-139.67299999999977,9.819801141890412,-129.85319885810935,-10.925806523538812,0.7938624828396342
2015-07-15,IH,current,IH1507,2015-07-17,2757.951,2708.0,-49.95100000000002,4.841747280993392,-45.10925271900663,-298.49836422832425,1.0
2015-07-15,IH,next,IH1508,2015-08-21,2757.951,2614.8,-143.15099999999984,7.781120805825443,-135.3698791941744,-48.42020634244815,1.0
2015-07-15,IH,q1,IH1509,2015-09-18,2757.951,2591.2,-166.7510000000002,9.167134189423557,-157.58386581057664,-32.085197151999644,0.8488062512276513
2015-07-15,IH,q2,IH1512,2015-12-18,2757.951,2585.8,-172.15099999999984,9.801597851044038,-162.3494021489558,-13.773122618085798,0.7938624828396342
2015-07-16,IH,current,IH1507,2015-07-17,2742.847,2760.6,17.7529999999997,4.815231309196894,22.568231309196594,300.3231470022482,1.0
2015-07-16,IH,next,IH1508,2015-08-21,2742.847,2692.4,-50.447000000000116,7.738507268220466,-42.70849273177965,-15.787124196844832,1.0
2015-07-16,IH,q1,IH1509,2015-09-18,2742.847,2663.2,-79.64700000000039,9.116930108641466,-70.53006989135892,-14.665120032183943,0.8488062512276513
2015-07-16,IH,q2,IH1512,2015-12-18,2742.847,2674.8,-68.04700000000003,9.747919111304947,-58.29908088869508,-5.005198336448012,0.7938624828396342
2015-07-17,IH,current,IH1507,2015-07-17,2807.065,2792.2,-14.865000000000236,0.0,-14.865000000000236,,
2015-07-17,IH,next,IH1508,2015-08-21,2807.065,2742.0,-65.06500000000005,2.9917183240321106,-62.07328167596794,-23.06094272001773,1.0
2015-07-17,IH,q1,IH1509,2015-09-18,2807.065,2704.8,-102.26499999999987,4.4024140393040065,-97.86258596069587,-20.19837976035128,0.6795631436122447
2015-07-17,IH,q2,IH1512,2015-12-18,2807.065,2703.4,-103.66499999999996,5.048176323806775,-98.61682367619319,-8.326657184364311,0.5926334842789501
2015-07-20,IH,current,IH1508,2015-08-21,2783.761,2690.4,-93.36099999999988,2.9668813488201917,-90.39411865117968,-37.03830594167453,1.0
2015-07-20,IH,next,IH1509,2015-09-18,2783.761,2658.0,-125.76099999999997,4.3658655957261265,-121.39513440427385,-26.528393336425047,0.6795631436122447
2015-07-20,IH,q1,IH1509,2015-09-18,2783.761,2658.0,-125.76099999999997,4.3658655957261265,-121.39513440427385,-26.528393336425047,0.6795631436122447
2015-07-20,IH,q2,IH1512,2015-12-18,2783.761,2653.0,-130.76099999999997,5.0062668200902625,-125.7547331799097,-10.919639757806966,0.5926334842789501
2015-07-21,IH,current,IH1508,2015-08-21,2772.774,2666.0,-106.77399999999989,2.9551716060012185,-103.81882839399867,-44.08520057811153,1.0
2015-07-21,IH,next,IH1509,2015-09-18,2772.774,2619.2,-153.57400000000007,4.348634315705951,-149.2253656842941,-33.294234310249735,0.6795631436122447
2015-07-21,IH,q1,IH1509,2015-09-18,2772.774,2619.2,-153.57400000000007,4.348634315705951,-149.2253656842941,-33.294234310249735,0.6795631436122447
2015-07-21,IH,q2,IH1512,2015-12-18,2772.774,2618.2,-154.57400000000007,4.986507992535622,-149.58749200746445,-13.127511674283474,0.5926334842789501
2015-07-22,IH,current,IH1508,2015-08-21,2739.786,2632.6,-107.18600000000015,2.920013601440166,-104.26598639855999,-46.30177324734413,1.0
2015-07-22,IH,next,IH1509,2015-09-18,2739.786,2585.0,-154.78600000000006,4.296898130641281,-150.4891018693588,-34.56633057844661,0.6795631436122447
2015-07-22,IH,q1,IH1509,2015-09-18,2739.786,2585.0,-154.78600000000006,4.296898130641281,-150.4891018693588,-34.56633057844661,0.6795631436122447
2015-07-22,IH,q2,IH1512,2015-12-18,2739.786,2577.6,-162.18600000000015,4.927182953546594,-157.25881704645354,-14.060635770410352,0.5926334842789501
2015-07-23,IH,current,IH1508,2015-08-21,2790.764,2745.8,-44.96399999999994,2.1152653852364964,-42.848734614763444,-19.324566287828358,1.0
2015-07-23,IH,next,IH1509,2015-09-18,2790.764,2709.6,-81.16400000000021,3.5177690027640764,-77.64623099723613,-17.81620808130286,0.6013087793924027
2015-07-23,IH,q1,IH1509,2015-09-18,2790.764,2709.6,-81.16400000000021,3.5177690027640764,-77.64623099723613,-17.81620808130286,0.6013087793924027
2015-07-23,IH,q2,IH1512,2015-12-18,2790.764,2702.0,-88.76400000000012,4.159781259747112,-84.60421874025302,-7.476529588941089,0.5085039941174914
2015-07-24,IH,current,IH1508,2015-08-21,2741.044,2666.2,-74.84400000000005,2.077580007700467,-72.76641999229959,-34.60587501017515,1.0
