date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio,calibre
2015-01-19,IC,next,IC1503,2015-03-20,5281.895,,,0.19814283396882937,,,0.26852584394092793,p
2015-01-19,IC,next,IC1503,2015-03-20,5281.895,,,0.19814283396882937,,,0.26852584394092793,pq
2015-01-19,IC,q1,IC1503,2015-03-20,5281.895,,,0.19814283396882937,,,0.26852584394092793,y
2015-01-19,IC,q1,IC1503,2015-03-20,5281.895,,,0.19814283396882937,,,0.26852584394092793,d
2015-01-19,IC,q1,IC1503,2015-03-20,5281.895,,,0.19814283396882937,,,0.26852584394092793,p
2015-01-19,IC,q1,IC1503,2015-03-20,5281.895,,,0.19814283396882937,,,0.26852584394092793,pq
2015-01-19,IC,q2,IC1506,2015-06-19,5281.895,,,30.29755842702347,,,0.0017561306743737583,y
2015-01-19,IC,q2,IC1506,2015-06-19,5281.895,,,30.30863175706117,,,0.0017554890678933817,d
2015-01-19,IC,q2,IC1506,2015-06-19,5281.895,,,30.432771078882585,,,0.001748328194445863,p
2015-01-19,IC,q2,IC1506,2015-06-19,5281.895,,,30.432771078882585,,,0.001748328194445863,pq
2015-01-20,IC,current,IC1502,2015-02-20,5472.514,,,0.055126647034125786,,,1.0,y
2015-01-20,IC,current,IC1502,2015-02-20,5472.514,,,0.055126647034125786,,,1.0,d
2015-01-20,IC,current,IC1502,2015-02-20,5472.514,,,0.055126647034125786,,,1.0,p
2015-01-20,IC,current,IC1502,2015-02-20,5472.514,,,0.055126647034125786,,,1.0,pq
2015-01-20,IC,next,IC1503,2015-03-20,5472.514,,,0.20529363663876207,,,0.26852584394092793,y
2015-01-20,IC,next,IC1503,2015-03-20,5472.514,,,0.20529363663876207,,,0.26852584394092793,d
2015-01-20,IC,next,IC1503,2015-03-20,5472.514,,,0.20529363663876207,,,0.26852584394092793,p
2015-01-20,IC,next,IC1503,2015-03-20,5472.514,,,0.20529363663876207,,,0.26852584394092793,pq
2015-01-20,IC,q1,IC1503,2015-03-20,5472.514,,,0.20529363663876207,,,0.26852584394092793,y
2015-01-20,IC,q1,IC1503,2015-03-20,5472.514,,,0.20529363663876207,,,0.26852584394092793,d
2015-01-20,IC,q1,IC1503,2015-03-20,5472.514,,,0.20529363663876207,,,0.26852584394092793,p
2015-01-20,IC,q1,IC1503,2015-03-20,5472.514,,,0.20529363663876207,,,0.26852584394092793,pq
2015-01-20,IC,q2,IC1506,2015-06-19,5472.514,,,31.390970978730913,,,0.0017561306743737583,y
2015-01-20,IC,q2,IC1506,2015-06-19,5472.514,,,31.40244393562573,,,0.0017554890678933817,d
2015-01-20,IC,q2,IC1506,2015-06-19,5472.514,,,31.531063337680898,,,0.001748328194445863,p
2015-01-20,IC,q2,IC1506,2015-06-19,5472.514,,,31.531063337680898,,,0.001748328194445863,pq
2015-01-21,IC,current,IC1502,2015-02-20,5611.694,,,0.05652865838287878,,,1.0,y
2015-01-21,IC,current,IC1502,2015-02-20,5611.694,,,0.05652865838287878,,,1.0,d
2015-01-21,IC,current,IC1502,2015-02-20,5611.694,,,0.05652865838287878,,,1.0,p
2015-01-21,IC,current,IC1502,2015-02-20,5611.694,,,0.05652865838287878,,,1.0,pq
2015-01-21,IC,next,IC1503,2015-03-20,5611.694,,,0.21051477784504916,,,0.26852584394092793,y
2015-01-21,IC,next,IC1503,2015-03-20,5611.694,,,0.21051477784504916,,,0.26852584394092793,d
2015-01-21,IC,next,IC1503,2015-03-20,5611.694,,,0.21051477784504916,,,0.26852584394092793,p
2015-01-21,IC,next,IC1503,2015-03-20,5611.694,,,0.21051477784504916,,,0.26852584394092793,pq
2015-01-21,IC,q1,IC1503,2015-03-20,5611.694,,,0.21051477784504916,,,0.26852584394092793,y
2015-01-21,IC,q1,IC1503,2015-03-20,5611.694,,,0.21051477784504916,,,0.26852584394092793,d
2015-01-21,IC,q1,IC1503,2015-03-20,5611.694,,,0.21051477784504916,,,0.26852584394092793,p
2015-01-21,IC,q1,IC1503,2015-03-20,5611.694,,,0.21051477784504916,,,0.26852584394092793,pq
2015-01-21,IC,q2,IC1506,2015-06-19,5611.694,,,32.18932349839916,,,0.0017561306743737583,y
2015-01-21,IC,q2,IC1506,2015-06-19,5611.694,,,32.20108824187335,,,0.0017554890678933817,d
2015-01-21,IC,q2,IC1506,2015-06-19,5611.694,,,32.33297876363292,,,0.001748328194445863,p
2015-01-21,IC,q2,IC1506,2015-06-19,5611.694,,,32.33297876363292,,,0.001748328194445863,pq
2015-01-22,IC,current,IC1502,2015-02-20,5690.156,,,0.05731903497754653,,,1.0,y
2015-01-22,IC,current,IC1502,2015-02-20,5690.156,,,0.05731903497754653,,,1.0,d
2015-01-22,IC,current,IC1502,2015-02-20,5690.156,,,0.05731903497754653,,,1.0,p
2015-01-22,IC,current,IC1502,2015-02-20,5690.156,,,0.05731903497754653,,,1.0,pq
2015-01-22,IC,next,IC1503,2015-03-20,5690.156,,,0.21345816900274203,,,0.26852584394092793,y
2015-01-22,IC,next,IC1503,2015-03-20,5690.156,,,0.21345816900274203,,,0.26852584394092793,d
2015-01-22,IC,next,IC1503,2015-03-20,5690.156,,,0.21345816900274203,,,0.26852584394092793,p
2015-01-22,IC,next,IC1503,2015-03-20,5690.156,,,0.21345816900274203,,,0.26852584394092793,pq
2015-01-22,IC,q1,IC1503,2015-03-20,5690.156,,,0.21345816900274203,,,0.26852584394092793,y
2015-01-22,IC,q1,IC1503,2015-03-20,5690.156,,,0.21345816900274203,,,0.26852584394092793,d
2015-01-22,IC,q1,IC1503,2015-03-20,5690.156,,,0.21345816900274203,,,0.26852584394092793,p
2015-01-22,IC,q1,IC1503,2015-03-20,5690.156,,,0.21345816900274203,,,0.26852584394092793,pq
2015-01-22,IC,q2,IC1506,2015-06-19,5690.156,,,32.63939057267858,,,0.0017561306743737583,y
2015-01-22,IC,q2,IC1506,2015-06-19,5690.156,,,32.65131980931695,,,0.0017554890678933817,d
2015-01-22,IC,q2,IC1506,2015-06-19,5690.156,,,32.78505440777035,,,0.001748328194445863,p
2015-01-22,IC,q2,IC1506,2015-06-19,5690.156,,,32.78505440777035,,,0.001748328194445863,pq
2015-01-23,IC,current,IC1502,2015-02-20,5633.289,,,0.05674619276336678,,,1.0,y
2015-01-23,IC,current,IC1502,2015-02-20,5633.289,,,0.05674619276336678,,,1.0,d
2015-01-23,IC,current,IC1502,2015-02-20,5633.289,,,0.05674619276336678,,,1.0,p
2015-01-23,IC,current,IC1502,2015-02-20,5633.289,,,0.05674619276336678,,,1.0,pq
2015-01-23,IC,next,IC1503,2015-03-20,5633.289,,,0.21132488378232295,,,0.26852584394092793,y
2015-01-23,IC,next,IC1503,2015-03-20,5633.289,,,0.21132488378232295,,,0.26852584394092793,d
2015-01-23,IC,next,IC1503,2015-03-20,5633.289,,,0.21132488378232295,,,0.26852584394092793,p
2015-01-23,IC,next,IC1503,2015-03-20,5633.289,,,0.21132488378232295,,,0.26852584394092793,pq
2015-01-23,IC,q1,IC1503,2015-03-20,5633.289,,,0.21132488378232295,,,0.26852584394092793,y
2015-01-23,IC,q1,IC1503,2015-03-20,5633.289,,,0.21132488378232295,,,0.26852584394092793,d
2015-01-23,IC,q1,IC1503,2015-03-20,5633.289,,,0.21132488378232295,,,0.26852584394092793,p
2015-01-23,IC,q1,IC1503,2015-03-20,5633.289,,,0.21132488378232295,,,0.26852584394092793,pq
2015-01-23,IC,q2,IC1506,2015-06-19,5633.289,,,32.31319490709463,,,0.0017561306743737583,y
2015-01-23,IC,q2,IC1506,2015-06-19,5633.289,,,32.32500492382059,,,0.0017554890678933817,d
2015-01-23,IC,q2,IC1506,2015-06-19,5633.289,,,32.45740298854623,,,0.001748328194445863,p
2015-01-23,IC,q2,IC1506,2015-06-19,5633.289,,,32.45740298854623,,,0.001748328194445863,pq
2015-01-26,IC,current,IC1502,2015-02-20,5758.979,,,0.0,,,,y
2015-01-26,IC,current,IC1502,2015-02-20,5758.979,,,0.0,,,,d
2015-01-26,IC,current,IC1502,2015-02-20,5758.979,,,0.0,,,,p
2015-01-26,IC,current,IC1502,2015-02-20,5758.979,,,0.0,,,,pq
2015-01-26,IC,next,IC1503,2015-03-20,5758.979,,,0.1580276523050135,,,0.0,y
2015-01-26,IC,next,IC1503,2015-03-20,5758.979,,,0.1580276523050135,,,0.0,d
2015-01-26,IC,next,IC1503,2015-03-20,5758.979,,,0.1580276523050135,,,0.0,p
2015-01-26,IC,next,IC1503,2015-03-20,5758.979,,,0.1580276523050135,,,0.0,pq
2015-01-26,IC,q1,IC1503,2015-03-20,5758.979,,,0.1580276523050135,,,0.0,y
2015-01-26,IC,q1,IC1503,2015-03-20,5758.979,,,0.1580276523050135,,,0.0,d
2015-01-26,IC,q1,IC1503,2015-03-20,5758.979,,,0.1580276523050135,,,0.0,p
2015-01-26,IC,q1,IC1503,2015-03-20,5758.979,,,0.1580276523050135,,,0.0,pq
2015-01-26,IC,q2,IC1506,2015-06-19,5758.979,,,32.976154917741795,,,0.0,y
2015-01-26,IC,q2,IC1506,2015-06-19,5758.979,,,32.988228439678,,,0.0,d
2015-01-26,IC,q2,IC1506,2015-06-19,5758.979,,,33.123580571336,,,0.0,p
2015-01-26,IC,q2,IC1506,2015-06-19,5758.979,,,33.123580571336,,,0.0,pq
2015-01-27,IC,current,IC1502,2015-02-20,5773.816,,,0.0,,,,y
2015-01-27,IC,current,IC1502,2015-02-20,5773.816,,,0.0,,,,d
2015-01-27,IC,current,IC1502,2015-02-20,5773.816,,,0.0,,,,p
2015-01-27,IC,current,IC1502,2015-02-20,5773.816,,,0.0,,,,pq
2015-01-27,IC,next,IC1503,2015-03-20,5773.816,,,0.15843478285319737,,,0.0,y
2015-01-27,IC,next,IC1503,2015-03-20,5773.816,,,0.15843478285319737,,,0.0,d
2015-01-27,IC,next,IC1503,2015-03-20,5773.816,,,0.15843478285319737,,,0.0,p
2015-01-27,IC,next,IC1503,2015-03-20,5773.816,,,0.15843478285319737,,,0.0,pq
2015-01-27,IC,q1,IC1503,2015-03-20,5773.816,,,0.15843478285319737,,,0.0,y
2015-01-27,IC,q1,IC1503,2015-03-20,5773.816,,,0.15843478285319737,,,0.0,d
2015-01-27,IC,q1,IC1503,2015-03-20,5773.816,,,0.15843478285319737,,,0.0,p
2015-01-27,IC,q1,IC1503,2015-03-20,5773.816,,,0.15843478285319737,,,0.0,pq
2015-01-27,IC,q2,IC1506,2015-06-19,5773.816,,,33.0611122010579,,,0.0,y
2015-01-27,IC,q2,IC1506,2015-06-19,5773.816,,,33.07321682830721,,,0.0,d
2015-01-27,IC,q2,IC1506,2015-06-19,5773.816,,,33.208917671008855,,,0.0,p
